County,Year,Age, Female Population , Male Population , Total Population , Female Voters , Male Voters , Unknown Voters , Total Voters , Female Ballots , Male Ballots , Unknown Ballots , Total Ballots ,Female Registered Population,Male Registered Population,Total Registered Population,Female Pop Turnout,Male Pop Turnout,Total Pop Turnout,Female Voter Turnout, Male Voter Turnout ,Total Voter Turnout
Island,2013,65-," 8,782 "," 7,716 "," 16,498 "," 8,158 "," 7,629 ",," 15,787 "," 6,563 "," 6,244 ",," 12,807 ",92.9%,98.9%,95.7%,74.7%,80.9%,77.6%,80.4%,81.8%,81.1%
Jefferson,2013,0TOTAL," 13,231 "," 12,859 "," 26,090 "," 11,906 "," 10,851 ", -   ," 22,757 "," 7,854 "," 6,887 ", -   ," 14,741 ",90.0%,84.4%,87.2%,59.4%,53.6%,56.5%,66.0%,63.5%,64.8%
Jefferson,2013,18-24, 799 , 891 ," 1,690 ", 556 , 531 ,," 1,087 ", 129 , 114 ,, 243 ,69.6%,59.6%,64.3%,16.1%,12.8%,14.4%,23.2%,21.5%,22.4%
Jefferson,2013,25-34," 1,096 "," 1,269 "," 2,366 ", 993 , 949 ,," 1,942 ", 306 , 249 ,, 555 ,90.6%,74.8%,82.1%,27.9%,19.6%,23.5%,30.8%,26.2%,28.6%
Jefferson,2013,35-44," 1,272 "," 1,369 "," 2,642 "," 1,136 ", 931 ,," 2,067 ", 498 , 375 ,, 873 ,89.3%,68.0%,78.2%,39.1%,27.4%,33.0%,43.8%,40.3%,42.2%
Jefferson,2013,45-54," 2,071 "," 1,878 "," 3,949 "," 1,632 "," 1,383 ",," 3,015 ", 925 , 698 ,," 1,623 ",78.8%,73.6%,76.3%,44.7%,37.2%,41.1%,56.7%,50.5%,53.8%
Jefferson,2013,55-64," 3,312 "," 2,934 "," 6,246 "," 3,096 "," 2,617 ",," 5,713 "," 2,334 "," 1,843 ",," 4,177 ",93.5%,89.2%,91.5%,70.5%,62.8%,66.9%,75.4%,70.4%,73.1%
Jefferson,2013,65-," 4,680 "," 4,517 "," 9,197 "," 4,493 "," 4,440 ",," 8,933 "," 3,662 "," 3,608 ",," 7,270 ",96.0%,98.3%,97.1%,78.2%,79.9%,79.0%,81.5%,81.3%,81.4%
King,2013,0TOTAL," 787,750 "," 772,999 "," 1,560,750 "," 604,390 "," 562,641 ", 15 ," 1,167,046 "," 289,264 "," 262,275 ", -   ," 551,539 ",76.7%,72.8%,74.8%,36.7%,33.9%,35.3%,47.9%,46.6%,47.3%
King,2013,18-24," 85,864 "," 87,512 "," 173,376 "," 51,387 "," 48,802 ", 11 ," 100,200 "," 11,013 "," 9,869 ",," 20,882 ",59.8%,55.8%,57.8%,12.8%,11.3%,12.0%,21.4%,20.2%,20.8%
King,2013,25-34," 155,148 "," 162,116 "," 317,264 "," 111,310 "," 103,880 ", 2 ," 215,192 "," 33,377 "," 29,729 ",," 63,106 ",71.7%,64.1%,67.8%,21.5%,18.3%,19.9%,30.0%,28.6%,29.3%
King,2013,35-44," 146,247 "," 152,511 "," 298,758 "," 108,071 "," 104,658 ", 1 ," 212,730 "," 43,447 "," 40,403 ",," 83,850 ",73.9%,68.6%,71.2%,29.7%,26.5%,28.1%,40.2%,38.6%,39.4%
King,2013,45-54," 142,000 "," 145,473 "," 287,473 "," 112,950 "," 110,641 ",," 223,591 "," 55,846 "," 53,504 ",," 109,350 ",79.5%,76.1%,77.8%,39.3%,36.8%,38.0%,49.4%,48.4%,48.9%
King,2013,55-64," 125,463 "," 121,285 "," 246,747 "," 107,163 "," 100,685 ", 1 ," 207,849 "," 66,144 "," 61,295 ",," 127,439 ",85.4%,83.0%,84.2%,52.7%,50.5%,51.6%,61.7%,60.9%,61.3%
King,2013,65-," 133,029 "," 104,103 "," 237,132 "," 113,509 "," 93,975 ",," 207,484 "," 79,437 "," 67,475 ",," 146,912 ",85.3%,90.3%,87.5%,59.7%,64.8%,62.0%,70.0%,71.8%,70.8%
Kitsap,2013,0TOTAL," 99,170 "," 100,593 "," 199,762 "," 79,739 "," 74,216 ", -   ," 153,955 "," 39,741 "," 36,376 ", -   ," 76,117 ",80.4%,73.8%,77.1%,40.1%,36.2%,38.1%,49.8%,49.0%,49.4%
Kitsap,2013,18-24," 9,571 "," 15,512 "," 25,083 "," 7,215 "," 6,853 ",," 14,068 "," 1,395 "," 1,220 ",," 2,615 ",75.4%,44.2%,56.1%,14.6%,7.9%,10.4%,19.3%,17.8%,18.6%
Kitsap,2013,25-34," 14,743 "," 16,587 "," 31,330 "," 11,570 "," 11,187 ",," 22,757 "," 2,735 "," 2,464 ",," 5,199 ",78.5%,67.4%,72.6%,18.6%,14.9%,16.6%,23.6%,22.0%,22.8%
Kitsap,2013,35-44," 14,941 "," 14,390 "," 29,331 "," 11,170 "," 10,400 ",," 21,570 "," 4,058 "," 3,450 ",," 7,508 ",74.8%,72.3%,73.5%,27.2%,24.0%,25.6%,36.3%,33.2%,34.8%
Kitsap,2013,45-54," 18,608 "," 17,278 "," 35,886 "," 14,891 "," 13,948 ",," 28,839 "," 7,416 "," 6,714 ",," 14,130 ",80.0%,80.7%,80.4%,39.9%,38.9%,39.4%,49.8%,48.1%,49.0%
Kitsap,2013,55-64," 19,405 "," 18,341 "," 37,746 "," 16,679 "," 15,382 ",," 32,061 "," 10,729 "," 9,911 ",," 20,640 ",86.0%,83.9%,84.9%,55.3%,54.0%,54.7%,64.3%,64.4%,64.4%
Kitsap,2013,65-," 21,903 "," 18,483 "," 40,386 "," 18,214 "," 16,446 ",," 34,660 "," 13,408 "," 12,617 ",," 26,025 ",83.2%,89.0%,85.8%,61.2%,68.3%,64.4%,73.6%,76.7%,75.1%
Kittitas,2013,0TOTAL," 16,576 "," 17,248 "," 33,824 "," 11,317 "," 10,575 ", -   ," 21,892 "," 5,636 "," 5,138 ", -   ," 10,774 ",68.3%,61.3%,64.7%,34.0%,29.8%,31.9%,49.8%,48.6%,49.2%
Kittitas,2013,18-24," 4,575 "," 4,954 "," 9,528 "," 1,220 "," 1,190 ",," 2,410 ", 210 , 209 ,, 419 ,26.7%,24.0%,25.3%,4.6%,4.2%,4.4%,17.2%,17.6%,17.4%
Kittitas,2013,25-34," 2,161 "," 2,587 "," 4,748 "," 1,597 "," 1,494 ",," 3,091 ", 406 , 334 ,, 740 ,73.9%,57.8%,65.1%,18.8%,12.9%,15.6%,25.4%,22.4%,23.9%
Kittitas,2013,35-44," 1,919 "," 1,987 "," 3,906 "," 1,517 "," 1,423 ",," 2,940 ", 566 , 525 ,," 1,091 ",79.1%,71.6%,75.3%,29.5%,26.4%,27.9%,37.3%,36.9%,37.1%
Kittitas,2013,45-54," 2,378 "," 2,389 "," 4,768 "," 1,933 "," 1,714 ",," 3,647 ", 957 , 786 ,," 1,743 ",81.3%,71.7%,76.5%,40.2%,32.9%,36.6%,49.5%,45.9%,47.8%
Kittitas,2013,55-64," 2,469 "," 2,513 "," 4,982 "," 2,232 "," 2,143 ",," 4,375 "," 1,446 "," 1,328 ",," 2,774 ",90.4%,85.3%,87.8%,58.6%,52.8%,55.7%,64.8%,62.0%,63.4%
Kittitas,2013,65-," 3,074 "," 2,818 "," 5,893 "," 2,818 "," 2,611 ",," 5,429 "," 2,051 "," 1,956 ",," 4,007 ",91.7%,92.6%,92.1%,66.7%,69.4%,68.0%,72.8%,74.9%,73.8%
Klickitat,2013,0TOTAL," 8,139 "," 8,248 "," 16,387 "," 6,450 "," 6,296 ", -   ," 12,746 "," 3,239 "," 3,063 ", -   ," 6,302 ",79.2%,76.3%,77.8%,39.8%,37.1%,38.5%,50.2%,48.6%,49.4%
Klickitat,2013,18-24, 658 , 670 ," 1,328 ", 392 , 376 ,, 768 , 61 , 57 ,, 118 ,59.6%,56.1%,57.8%,9.3%,8.5%,8.9%,15.6%,15.2%,15.4%
Klickitat,2013,25-34, 920 , 946 ," 1,866 ", 720 , 708 ,," 1,428 ", 155 , 133 ,, 288 ,78.2%,74.8%,76.5%,16.8%,14.1%,15.4%,21.5%,18.8%,20.2%
Klickitat,2013,35-44," 1,170 "," 1,242 "," 2,412 ", 864 , 816 ,," 1,680 ", 282 , 246 ,, 528 ,73.9%,65.7%,69.7%,24.1%,19.8%,21.9%,32.6%,30.1%,31.4%
Klickitat,2013,45-54," 1,415 "," 1,435 "," 2,849 "," 1,057 "," 1,043 ",," 2,100 ", 454 , 409 ,, 863 ,74.7%,72.7%,73.7%,32.1%,28.5%,30.3%,43.0%,39.2%,41.1%
Klickitat,2013,55-64," 1,859 "," 1,800 "," 3,658 "," 1,581 "," 1,452 ",," 3,033 ", 964 , 809 ,," 1,773 ",85.1%,80.7%,82.9%,51.9%,45.0%,48.5%,61.0%,55.7%,58.5%
Klickitat,2013,65-," 2,118 "," 2,155 "," 4,273 "," 1,836 "," 1,901 ",," 3,737 "," 1,323 "," 1,409 ",," 2,732 ",86.7%,88.2%,87.4%,62.5%,65.4%,63.9%,72.1%,74.1%,73.1%
Lewis,2013,0TOTAL," 29,825 "," 29,452 "," 59,277 "," 22,791 "," 20,759 ", 23 ," 43,573 "," 11,140 "," 10,017 ", 6 ," 21,163 ",76.4%,70.5%,73.5%,37.4%,34.0%,35.7%,48.9%,48.3%,48.6%
Lewis,2013,18-24," 2,990 "," 3,492 "," 6,482 "," 1,953 "," 1,885 ", 6 ," 3,844 ", 397 , 332 , 1 , 730 ,65.3%,54.0%,59.3%,13.3%,9.5%,11.3%,20.3%,17.6%,19.0%
Lewis,2013,25-34," 4,276 "," 4,410 "," 8,687 "," 3,017 "," 2,697 ", 7 ," 5,721 ", 588 , 542 ,," 1,130 ",70.6%,61.2%,65.9%,13.8%,12.3%,13.0%,19.5%,20.1%,19.8%
Lewis,2013,35-44," 4,274 "," 4,296 "," 8,570 "," 3,048 "," 2,667 ", 2 ," 5,717 ", 968 , 805 , 1 ," 1,774 ",71.3%,62.1%,66.7%,22.6%,18.7%,20.7%,31.8%,30.2%,31.0%
Lewis,2013,45-54," 5,157 "," 5,168 "," 10,325 "," 3,788 "," 3,405 ", 1 ," 7,194 "," 1,738 "," 1,442 ",," 3,180 ",73.5%,65.9%,69.7%,33.7%,27.9%,30.8%,45.9%,42.3%,44.2%
Lewis,2013,55-64," 5,554 "," 5,393 "," 10,947 "," 4,553 "," 4,296 ", 4 ," 8,853 "," 2,767 "," 2,563 ", 3 ," 5,333 ",82.0%,79.7%,80.9%,49.8%,47.5%,48.7%,60.8%,59.7%,60.2%
Lewis,2013,65-," 7,575 "," 6,692 "," 14,266 "," 6,432 "," 5,809 ", 3 ," 12,244 "," 4,682 "," 4,333 ", 1 ," 9,016 ",84.9%,86.8%,85.8%,61.8%,64.8%,63.2%,72.8%,74.6%,73.6%
Lincoln,2013,0TOTAL," 4,201 "," 4,185 "," 8,385 "," 3,609 "," 3,516 ", -   ," 7,125 "," 2,073 "," 1,923 ", -   ," 3,996 ",85.9%,84.0%,85.0%,49.3%,46.0%,47.7%,57.4%,54.7%,56.1%
Lincoln,2013,18-24, 356 , 394 , 750 , 254 , 257 ,, 511 , 76 , 55 ,, 131 ,71.4%,65.2%,68.1%,21.4%,13.9%,17.5%,29.9%,21.4%,25.6%
Lincoln,2013,25-34, 427 , 426 , 852 , 409 , 406 ,, 815 , 118 , 87 ,, 205 ,95.8%,95.4%,95.6%,27.6%,20.4%,24.0%,28.9%,21.4%,25.2%
Lincoln,2013,35-44, 508 , 519 ," 1,027 ", 461 , 435 ,, 896 , 192 , 159 ,, 351 ,90.7%,83.9%,87.2%,37.8%,30.7%,34.2%,41.6%,36.6%,39.2%
Lincoln,2013,45-54, 740 , 736 ," 1,476 ", 591 , 555 ,," 1,146 ", 329 , 289 ,, 618 ,79.8%,75.4%,77.6%,44.4%,39.3%,41.9%,55.7%,52.1%,53.9%
Lincoln,2013,55-64, 923 , 922 ," 1,845 ", 772 , 796 ,," 1,568 ", 518 , 517 ,," 1,035 ",83.7%,86.3%,85.0%,56.1%,56.0%,56.1%,67.1%,64.9%,66.0%
Lincoln,2013,65-," 1,247 "," 1,188 "," 2,435 "," 1,122 "," 1,067 ",," 2,189 ", 840 , 816 ,," 1,656 ",90.0%,89.8%,89.9%,67.4%,68.7%,68.0%,74.9%,76.5%,75.7%
Mason,2013,0TOTAL," 24,070 "," 25,549 "," 49,619 "," 18,195 "," 16,654 ", -   ," 34,849 "," 9,407 "," 8,597 ", -   ," 18,004 ",75.6%,65.2%,70.2%,39.1%,33.6%,36.3%,51.7%,51.6%,51.7%
Mason,2013,18-24," 2,189 "," 2,698 "," 4,887 "," 1,295 "," 1,276 ",," 2,571 ", 210 , 215 ,, 425 ,59.2%,47.3%,52.6%,9.6%,8.0%,8.7%,16.2%,16.8%,16.5%
Mason,2013,25-34," 3,166 "," 3,919 "," 7,085 "," 1,968 "," 1,736 ",," 3,704 ", 457 , 375 ,, 832 ,62.2%,44.3%,52.3%,14.4%,9.6%,11.7%,23.2%,21.6%,22.5%
Mason,2013,35-44," 3,174 "," 3,761 "," 6,936 "," 2,105 "," 1,857 ",," 3,962 ", 692 , 565 ,," 1,257 ",66.3%,49.4%,57.1%,21.8%,15.0%,18.1%,32.9%,30.4%,31.7%
Mason,2013,45-54," 4,044 "," 4,302 "," 8,346 "," 2,959 "," 2,596 ",," 5,555 "," 1,272 "," 1,123 ",," 2,395 ",73.2%,60.3%,66.6%,31.5%,26.1%,28.7%,43.0%,43.3%,43.1%
Mason,2013,55-64," 4,974 "," 4,834 "," 9,808 "," 4,134 "," 3,818 ",," 7,952 "," 2,535 "," 2,236 ",," 4,771 ",83.1%,79.0%,81.1%,51.0%,46.3%,48.6%,61.3%,58.6%,60.0%
Mason,2013,65-," 6,522 "," 6,036 "," 12,558 "," 5,734 "," 5,371 ",," 11,105 "," 4,241 "," 4,083 ",," 8,324 ",87.9%,89.0%,88.4%,65.0%,67.6%,66.3%,74.0%,76.0%,75.0%
Okanogan,2013,0TOTAL," 15,935 "," 15,992 "," 31,927 "," 11,126 "," 10,162 ", -   ," 21,288 "," 5,628 "," 5,133 ", -   ," 10,761 ",69.8%,63.5%,66.7%,35.3%,32.1%,33.7%,50.6%,50.5%,50.5%
Okanogan,2013,18-24," 1,486 "," 1,586 "," 3,072 ", 677 , 626 ,," 1,303 ", 105 , 83 ,, 188 ,45.6%,39.5%,42.4%,7.1%,5.2%,6.1%,15.5%,13.3%,14.4%
Okanogan,2013,25-34," 2,030 "," 2,150 "," 4,180 "," 1,275 "," 1,135 ",," 2,410 ", 288 , 220 ,, 508 ,62.8%,52.8%,57.7%,14.2%,10.2%,12.2%,22.6%,19.4%,21.1%
Okanogan,2013,35-44," 2,230 "," 2,280 "," 4,509 "," 1,300 "," 1,161 ",," 2,461 ", 408 , 374 ,, 782 ,58.3%,50.9%,54.6%,18.3%,16.4%,17.3%,31.4%,32.2%,31.8%
Okanogan,2013,45-54," 2,779 "," 2,710 "," 5,489 "," 1,855 "," 1,585 ",," 3,440 ", 829 , 651 ,," 1,480 ",66.7%,58.5%,62.7%,29.8%,24.0%,27.0%,44.7%,41.1%,43.0%
Okanogan,2013,55-64," 3,377 "," 3,293 "," 6,670 "," 2,728 "," 2,384 ",," 5,112 "," 1,639 "," 1,401 ",," 3,040 ",80.8%,72.4%,76.6%,48.5%,42.5%,45.6%,60.1%,58.8%,59.5%
Okanogan,2013,65-," 4,033 "," 3,974 "," 8,007 "," 3,291 "," 3,271 ",," 6,562 "," 2,359 "," 2,404 ",," 4,763 ",81.6%,82.3%,82.0%,58.5%,60.5%,59.5%,71.7%,73.5%,72.6%
Pacific,2013,0TOTAL," 8,712 "," 8,677 "," 17,388 "," 7,065 "," 6,517 ", 7 ," 13,589 "," 3,769 "," 3,406 ", 3 ," 7,178 ",81.1%,75.1%,78.2%,43.3%,39.3%,41.3%,53.3%,52.3%,52.8%
Pacific,2013,18-24, 610 , 724 ," 1,334 ", 402 , 438 ,, 840 , 67 , 66 ,, 133 ,65.9%,60.5%,63.0%,11.0%,9.1%,10.0%,16.7%,15.1%,15.8%
Pacific,2013,25-34, 853 , 963 ," 1,816 ", 648 , 615 , 1 ," 1,264 ", 139 , 125 ,, 264 ,76.0%,63.9%,69.6%,16.3%,13.0%,14.5%,21.5%,20.3%,20.9%
Pacific,2013,35-44, 945 , 963 ," 1,908 ", 701 , 612 , 1 ," 1,314 ", 239 , 184 ,, 423 ,74.2%,63.5%,68.9%,25.3%,19.1%,22.2%,34.1%,30.1%,32.2%
Pacific,2013,45-54," 1,337 "," 1,348 "," 2,686 ", 952 , 874 , 1 ," 1,827 ", 418 , 372 ,, 790 ,71.2%,64.8%,68.0%,31.3%,27.6%,29.4%,43.9%,42.6%,43.2%
Pacific,2013,55-64," 2,035 "," 1,918 "," 3,953 "," 1,680 "," 1,431 ", 1 ," 3,112 "," 1,013 ", 826 , 1 ," 1,840 ",82.6%,74.6%,78.7%,49.8%,43.1%,46.5%,60.3%,57.7%,59.1%
Pacific,2013,65-," 2,932 "," 2,760 "," 5,692 "," 2,682 "," 2,547 ", 3 ," 5,232 "," 1,893 "," 1,833 ", 2 ," 3,728 ",91.5%,92.3%,91.9%,64.6%,66.4%,65.5%,70.6%,72.0%,71.3%
Pend Oreille,2013,0TOTAL," 5,231 "," 5,284 "," 10,515 "," 4,208 "," 3,966 ", 20 ," 8,194 "," 2,250 "," 2,103 ", 12 ," 4,365 ",80.4%,75.1%,77.9%,43.0%,39.8%,41.5%,53.5%,53.0%,53.3%
Pend Oreille,2013,18-24, 446 , 443 , 889 , 298 , 299 , 2 , 599 , 59 , 57 , 1 , 117 ,66.8%,67.5%,67.4%,13.2%,12.9%,13.2%,19.8%,19.1%,19.5%
Pend Oreille,2013,25-34, 532 , 523 ," 1,055 ", 411 , 356 , 2 , 769 , 91 , 67 , 1 , 159 ,77.3%,68.1%,72.9%,17.1%,12.8%,15.1%,22.1%,18.8%,20.7%
Pend Oreille,2013,35-44, 639 , 683 ," 1,322 ", 464 , 416 , 3 , 883 , 175 , 138 , 1 , 314 ,72.7%,60.9%,66.8%,27.4%,20.2%,23.8%,37.7%,33.2%,35.6%
Pend Oreille,2013,45-54, 969 , 965 ," 1,934 ", 726 , 645 ,," 1,371 ", 330 , 281 ,, 611 ,74.9%,66.8%,70.9%,34.0%,29.1%,31.6%,45.5%,43.6%,44.6%
Pend Oreille,2013,55-64," 1,193 "," 1,240 "," 2,432 "," 1,040 ", 963 , 6 ," 2,009 ", 671 , 616 , 3 ," 1,290 ",87.2%,77.7%,82.6%,56.3%,49.7%,53.0%,64.5%,64.0%,64.2%
Pend Oreille,2013,65-," 1,452 "," 1,431 "," 2,883 "," 1,269 "," 1,287 ", 7 ," 2,563 ", 924 , 944 , 6 ," 1,874 ",87.4%,89.9%,88.9%,63.6%,66.0%,65.0%,72.8%,73.3%,73.1%
Pierce,2013,0TOTAL," 315,911 "," 301,602 "," 617,513 "," 231,677 "," 204,996 ", 2 ," 436,675 "," 96,623 "," 85,322 ", -   ," 181,945 ",73.3%,68.0%,70.7%,30.6%,28.3%,29.5%,41.7%,41.6%,41.7%
Pierce,2013,18-24," 38,625 "," 39,978 "," 78,603 "," 21,705 "," 20,417 ", 2 ," 42,124 "," 3,468 "," 3,098 ",," 6,566 ",56.2%,51.1%,53.6%,9.0%,7.7%,8.4%,16.0%,15.2%,15.6%
Pierce,2013,25-34," 58,486 "," 57,847 "," 116,333 "," 38,683 "," 33,386 ",," 72,069 "," 7,697 "," 6,183 ",," 13,880 ",66.1%,57.7%,62.0%,13.2%,10.7%,11.9%,19.9%,18.5%,19.3%
Pierce,2013,35-44," 53,944 "," 53,285 "," 107,229 "," 37,677 "," 33,537 ",," 71,214 "," 11,189 "," 9,691 ",," 20,880 ",69.8%,62.9%,66.4%,20.7%,18.2%,19.5%,29.7%,28.9%,29.3%
Pierce,2013,45-54," 57,853 "," 57,475 "," 115,327 "," 44,041 "," 40,183 ",," 84,224 "," 18,051 "," 16,361 ",," 34,412 ",76.1%,69.9%,73.0%,31.2%,28.5%,29.8%,41.0%,40.7%,40.9%
Pierce,2013,55-64," 51,807 "," 49,155 "," 100,962 "," 42,705 "," 38,646 ",," 81,351 "," 24,065 "," 21,760 ",," 45,825 ",82.4%,78.6%,80.6%,46.5%,44.3%,45.4%,56.4%,56.3%,56.3%
Pierce,2013,65-," 55,195 "," 43,863 "," 99,058 "," 46,866 "," 38,827 ",," 85,693 "," 32,153 "," 28,229 ",," 60,382 ",84.9%,88.5%,86.5%,58.3%,64.4%,61.0%,68.6%,72.7%,70.5%
San Juan,2013,0TOTAL," 7,056 "," 6,666 "," 13,722 "," 6,264 "," 5,657 ", 16 ," 11,937 "," 3,999 "," 3,553 ", 8 ," 7,560 ",88.8%,84.9%,87.0%,56.7%,53.3%,55.1%,63.8%,62.8%,63.3%
San Juan,2013,18-24, 425 , 440 , 865 , 309 , 273 , 2 , 584 , 86 , 63 ,, 149 ,72.7%,62.0%,67.5%,20.2%,14.3%,17.2%,27.8%,23.1%,25.5%
San Juan,2013,25-34, 651 , 589 ," 1,240 ", 546 , 492 , 3 ," 1,041 ", 185 , 155 , 2 , 342 ,83.8%,83.6%,84.0%,28.4%,26.3%,27.6%,33.9%,31.5%,32.9%
San Juan,2013,35-44, 774 , 795 ," 1,568 ", 584 , 530 , 2 ," 1,116 ", 282 , 230 , 1 , 513 ,75.5%,66.7%,71.2%,36.4%,28.9%,32.7%,48.3%,43.4%,46.0%
San Juan,2013,45-54," 1,182 "," 1,071 "," 2,253 ", 951 , 771 , 1 ," 1,723 ", 533 , 422 ,, 955 ,80.5%,72.0%,76.5%,45.1%,39.4%,42.4%,56.0%,54.7%,55.4%
San Juan,2013,55-64," 1,784 "," 1,612 "," 3,396 "," 1,702 "," 1,401 ", 4 ," 3,107 "," 1,201 ", 948 , 4 ," 2,153 ",95.4%,86.9%,91.5%,67.3%,58.8%,63.4%,70.6%,67.7%,69.3%
San Juan,2013,65-," 2,240 "," 2,160 "," 4,400 "," 2,172 "," 2,190 ", 4 ," 4,366 "," 1,712 "," 1,735 ", 1 ," 3,448 ",97.0%,101.4%,99.2%,76.4%,80.3%,78.4%,78.8%,79.2%,79.0%
Skagit,2013,0TOTAL," 46,479 "," 45,091 "," 91,570 "," 35,655 "," 31,755 ", 2 ," 67,412 "," 19,162 "," 16,655 ", 1 ," 35,818 ",76.7%,70.4%,73.6%,41.2%,36.9%,39.1%,53.7%,52.4%,53.1%
Skagit,2013,18-24," 4,950 "," 5,197 "," 10,147 "," 2,736 "," 2,452 ",," 5,188 ", 567 , 461 ,," 1,028 ",55.3%,47.2%,51.1%,11.5%,8.9%,10.1%,20.7%,18.8%,19.8%
Skagit,2013,25-34," 7,041 "," 7,482 "," 14,523 "," 4,659 "," 4,141 ",," 8,800 "," 1,206 ", 986 ,," 2,192 ",66.2%,55.3%,60.6%,17.1%,13.2%,15.1%,25.9%,23.8%,24.9%
Skagit,2013,35-44," 6,840 "," 6,975 "," 13,815 "," 4,670 "," 4,123 ", 1 ," 8,794 "," 1,717 "," 1,427 ",," 3,144 ",68.3%,59.1%,63.7%,25.1%,20.5%,22.8%,36.8%,34.6%,35.8%
Skagit,2013,45-54," 7,785 "," 7,751 "," 15,536 "," 5,928 "," 5,383 ",," 11,311 "," 2,971 "," 2,525 ",," 5,496 ",76.2%,69.4%,72.8%,38.2%,32.6%,35.4%,50.1%,46.9%,48.6%
Skagit,2013,55-64," 8,623 "," 8,104 "," 16,727 "," 7,479 "," 6,707 ", 1 ," 14,187 "," 5,021 "," 4,291 ", 1 ," 9,313 ",86.7%,82.8%,84.8%,58.2%,52.9%,55.7%,67.1%,64.0%,65.6%
Skagit,2013,65-," 11,241 "," 9,581 "," 20,822 "," 10,183 "," 8,949 ",," 19,132 "," 7,680 "," 6,965 ",," 14,645 ",90.6%,93.4%,91.9%,68.3%,72.7%,70.3%,75.4%,77.8%,76.5%
Skamania,2013,0TOTAL," 4,450 "," 4,513 "," 8,962 "," 3,478 "," 3,471 ", -   ," 6,949 "," 1,480 "," 1,424 ", -   ," 2,904 ",78.2%,76.9%,77.5%,33.3%,31.6%,32.4%,42.6%,41.0%,41.8%
Skamania,2013,18-24, 396 , 417 , 814 , 238 , 240 ,, 478 , 28 , 23 ,, 51 ,60.1%,57.5%,58.8%,7.1%,5.5%,6.3%,11.8%,9.6%,10.7%
Skamania,2013,25-34, 541 , 557 ," 1,098 ", 367 , 363 ,, 730 , 69 , 50 ,, 119 ,67.9%,65.2%,66.5%,12.8%,9.0%,10.8%,18.8%,13.8%,16.3%
Skamania,2013,35-44, 700 , 672 ," 1,372 ", 520 , 482 ,," 1,002 ", 142 , 115 ,, 257 ,74.3%,71.7%,73.0%,20.3%,17.1%,18.7%,27.3%,23.9%,25.6%
Skamania,2013,45-54, 899 , 884 ," 1,783 ", 686 , 670 ,," 1,356 ", 251 , 240 ,, 491 ,76.3%,75.8%,76.1%,27.9%,27.2%,27.5%,36.6%,35.8%,36.2%
Skamania,2013,55-64, 965 ," 1,025 "," 1,990 ", 841 , 845 ,," 1,686 ", 444 , 420 ,, 864 ,87.2%,82.4%,84.7%,46.0%,41.0%,43.4%,52.8%,49.7%,51.2%
Skamania,2013,65-, 949 , 957 ," 1,906 ", 826 , 871 ,," 1,697 ", 546 , 576 ,," 1,122 ",87.1%,91.0%,89.0%,57.6%,60.2%,58.9%,66.1%,66.1%,66.1%
Snohomish,2013,0TOTAL," 281,216 "," 279,051 "," 560,266 "," 215,713 "," 197,874 ", 36 ," 413,623 "," 91,598 "," 81,636 ", 13 ," 173,247 ",76.7%,70.9%,73.8%,32.6%,29.3%,30.9%,42.5%,41.3%,41.9%
Snohomish,2013,18-24," 30,842 "," 33,473 "," 64,314 "," 19,641 "," 18,944 ", 3 ," 38,588 "," 3,709 "," 3,350 ",," 7,059 ",63.7%,56.6%,60.0%,12.0%,10.0%,11.0%,18.9%,17.7%,18.3%
Snohomish,2013,25-34," 48,849 "," 52,220 "," 101,068 "," 34,931 "," 31,974 ", 5 ," 66,910 "," 7,929 "," 6,590 ",," 14,519 ",71.5%,61.2%,66.2%,16.2%,12.6%,14.4%,22.7%,20.6%,21.7%
Snohomish,2013,35-44," 50,511 "," 52,633 "," 103,144 "," 36,215 "," 33,619 ", 3 ," 69,837 "," 11,245 "," 9,980 ", 1 ," 21,226 ",71.7%,63.9%,67.7%,22.3%,19.0%,20.6%,31.1%,29.7%,30.4%
Snohomish,2013,45-54," 55,425 "," 56,560 "," 111,985 "," 43,591 "," 41,680 ", 7 ," 85,278 "," 18,242 "," 16,902 ", 2 ," 35,146 ",78.6%,73.7%,76.2%,32.9%,29.9%,31.4%,41.8%,40.6%,41.2%
Snohomish,2013,55-64," 48,301 "," 46,987 "," 95,288 "," 40,947 "," 38,285 ", 11 ," 79,243 "," 23,115 "," 21,312 ", 5 ," 44,432 ",84.8%,81.5%,83.2%,47.9%,45.4%,46.6%,56.5%,55.7%,56.1%
Snohomish,2013,65-," 47,289 "," 37,178 "," 84,467 "," 40,388 "," 33,372 ", 7 ," 73,767 "," 27,358 "," 23,502 ", 5 ," 50,865 ",85.4%,89.8%,87.3%,57.9%,63.2%,60.2%,67.7%,70.4%,69.0%
Spokane,2013,0TOTAL," 188,895 "," 181,102 "," 369,996 "," 148,982 "," 131,982 ", 148 ," 281,112 "," 64,245 "," 57,007 ", 30 ," 121,282 ",78.9%,72.9%,76.0%,34.0%,31.5%,32.8%,43.1%,43.2%,43.1%
Spokane,2013,18-24," 27,071 "," 26,782 "," 53,854 "," 14,361 "," 13,413 ", 55 ," 27,829 "," 2,154 "," 1,979 ", 4 ," 4,137 ",53.0%,50.1%,51.7%,8.0%,7.4%,7.7%,15.0%,14.8%,14.9%
